F_1 (bot_pin),F_2 (bot_pin),F_1 (top_pin),F_2 (top_pin),elastic_energy,fracture_dissipation,undamaged_elastic_energy,external_work,displacement 1 [0.      0.02115 0.     ],displacement 2 [0.      0.02115 0.     ],displacement 1 [0.    0.017 0.   ],displacement 2 [0.    0.017 0.   ]
-2727.929921054717,-140185.33811456795,37617.30294941037,126564.55545820054,10.92371537719634,36.72757098728966,52449.48377337043,19.826823511700823,1.0315857821936668e-06,-4.972252130954479e-07,1.206293235708081e-05,-0.000179967541563431
-2705.9856362623077,-139059.08130348168,37316.58965915723,125547.23996717707,10.834656697378497,36.813851190620824,52692.9299193508,19.661680313194946,1.0233908580879884e-06,-4.932709896314662e-07,1.2035111099333129e-05,-0.00017990297671321103
-2685.098991885029,-137987.27167277015,37030.94491204468,124579.20173462312,10.782243566372166,36.92842566056926,53341.290203308265,19.56202425401287,1.015628141563953e-06,-4.895234198814218e-07,1.2040226309830512e-05,-0.00018036578286328417
-2671.0876595843656,-137267.8716152715,36839.01822487639,123929.66041706866,10.736460925677056,36.99496907302098,53645.001723066365,19.476406672866464,1.0104068476202774e-06,-4.870031629712484e-07,1.203824924020846e-05,-0.00018050764092649105
-2663.2033098001875,-136863.41683181396,36731.695198113266,123564.46857130474,10.745600888553119,37.0673061984267,54274.05847428202,19.490190470926418,1.0075096029030993e-06,-4.85602756079432e-07,1.206927363604348e-05,-0.0001811587427817978
-2654.9765069731006,-136441.48858113002,36619.97548293745,123183.5302029646,10.770463658475784,37.15839788197175,55141.15560469406,19.531770522600706,1.0045033322546432e-06,-4.841487949789614e-07,1.2116745592046404e-05,-0.00018209360166526606
-2633.256068106722,-135327.82324256896,36323.404608148354,122176.97258721494,10.733482607104463,37.29761671223103,56094.21605187489,19.458691191845702,9.96442197290544e-07,-4.802575495817492e-07,1.2124754153485493e-05,-0.00018289257195494335
-2605.402129622071,-133897.36741304302,35941.68840396713,120885.47460028144,10.642754863467095,37.433971125843925,56752.92832383038,19.288944234024058,9.86053074902379e-07,-4.752432416957093e-07,1.2124842957632592e-05,-0.0001832155907870389
-2583.7647842751903,-132785.81406358985,35644.785836433184,119882.04672982104,10.556535748620202,37.52421375660331,57055.63316800979,19.129265943770474,9.779630850575392e-07,-4.7133935592385754e-07,1.2113358391099273e-05,-0.00018320717659413334
-2567.863291890896,-131969.13783485207,35426.788484207515,119144.65861431288,10.502099431874651,37.59953612354357,57405.37769066169,19.027656161305412,9.72026013292647e-07,-4.684741866225251e-07,1.211034336186955e-05,-0.00018335242181351645
