F_1 (bot),F_2 (bot),F_1 (top),F_2 (top),elastic_energy,fracture_dissipation,undamaged_elastic_energy,external_work,"displacement 1 [0, 0.001, 0]","displacement 2 [0, 0.001, 0]","displacement 1 [0.0005, 0.00049, 0]","displacement 2 [0.0005, 0.00049, 0]","displacement 1 [0.0005, 0.00051, 0]","displacement 2 [0.0005, 0.00051, 0]"
0.0,0.0,0.0,0.0,0.0,0.04273997264787187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.58147668734493,-9843.664804064569,31.29599171200717,9769.765800395993,0.000294108941094934,0.04273997274297401,0.00030468856220728535,0.0005889150569596876,3.436028915717977e-11,5.999999999998235e-08,-1.4244611230600598e-08,2.5128478750701424e-08,-1.4254467905300588e-08,3.487103422839269e-08
2135.0495718580887,-516161.7396740638,1645.9212965726651,512288.7515124102,0.8106758508338722,0.04386519796779241,0.8571716956713434,1.6244118059131487,1.8418692757128477e-09,3.1539871981181456e-06,-7.438275434442218e-07,1.2939638477096885e-06,-7.443268690943682e-07,1.8593750042073919e-06
2969.546420246271,-711696.6680800362,2287.03029810874,706364.3126424223,1.5511938695820573,0.05204073929988707,1.8072197408631088,3.116365576150615,2.151506697334888e-09,4.376890207115079e-06,-1.0190958066638256e-06,1.7005097825896495e-06,-1.0204941178235722e-06,2.6734766672258047e-06
3129.66393631998,-743485.9520485665,2407.974646901674,737924.9270022828,1.7039443890419732,0.0627954477380134,2.3508769184420295,3.430733824067178,1.0919018663399336e-09,4.602272470250612e-06,-1.0657310721527847e-06,1.6942786228630296e-06,-1.0690124389311906e-06,2.9035715860743387e-06
3096.5236589225674,-729645.6176696396,2380.8928107638503,724191.9032776738,1.6510598798045029,0.07292331147365519,2.863851309718111,3.3242966035383374,2.3347461152078045e-09,4.5440041364562515e-06,-1.054577899438739e-06,1.5959679339065303e-06,-1.0540327043710799e-06,2.9429176423850413e-06
3127.633923601429,-731834.5941111455,2403.8684070102518,726365.9278760024,1.6697748801134509,0.08169790712923931,3.5247447973066968,3.360764875651608,5.118453282389663e-09,4.581760214734502e-06,-1.0655640056624086e-06,1.550340438917388e-06,-1.0577956208663824e-06,3.0244407509438365e-06
3077.336943164373,-715582.6302734314,2364.1451520493465,710239.6061580281,1.6039530648451044,0.08938735024726382,4.037327183029693,3.2273666729498447,6.082208862552796e-09,4.501083542525954e-06,-1.0489041554821663e-06,1.4779521993785403e-06,-1.0380764635508024e-06,3.0164596020253403e-06
3080.210531719181,-710897.5993000926,2364.6128599788285,705600.4264313566,1.5919666430231376,0.09831388526020822,4.862006232734307,3.202055942434076,4.849060261901127e-09,4.496826822043308e-06,-1.0470491928844007e-06,1.428537611663252e-06,-1.0392037356552556e-06,3.063841007108641e-06
3182.1370184161206,-727224.6365251644,2440.55608647509,721823.7492913398,1.6784386849900914,0.1104251791436941,6.36505260359859,3.374425145759417,2.9241296261026084e-09,4.6345379316548114e-06,-1.0731591999612872e-06,1.4130620125439674e-06,-1.0704799877255113e-06,3.218964197457627e-06
3189.29831241358,-725520.0843122861,2444.751767636899,720143.2581198495,1.676418145614774,0.11625424316487519,6.982019806315119,3.369656265501812,7.16940156189076e-10,4.639767800847219e-06,-1.0704985902026214e-06,1.389480390176751e-06,-1.0728166126004467e-06,3.2492324489197166e-06
3138.081639511314,-709027.3706418402,2404.32381640583,703783.5905736866,1.6094569902829161,0.12478040177183551,7.653700263818025,3.2342095314030272,5.081612109663921e-10,4.557993027533236e-06,-1.0485522478507884e-06,1.3287124155870967e-06,-1.051089185202045e-06,3.228432401677304e-06
3122.0057332440674,-700483.0260374133,2391.183442397275,695311.9222373981,1.579447122393986,0.13338322475944822,8.57774937309435,3.1731160816588,1.5915968635045761e-09,4.527509170852152e-06,-1.037880374478623e-06,1.284262688274019e-06,-1.0383543275261632e-06,3.24202051166757e-06
3135.0647045816263,-698049.7948029052,2400.4394526948813,692907.4778932747,1.5779127472016439,0.14276020562159814,9.818833725181417,3.1692120041829694,3.0819656536603645e-09,4.538811476509312e-06,-1.035475319014876e-06,1.2502240848261951e-06,-1.0335710448017755e-06,3.286869171230458e-06
3148.878390806712,-696980.0308498336,2410.503021975122,691854.9919000666,1.5804492787603237,0.1501142450783168,10.923382506989897,3.173701273788393,4.2332096522369946e-09,4.553027468441952e-06,-1.0340247984500995e-06,1.2265383102563383e-06,-1.0302444995148678e-06,3.3244359894221272e-06
3169.6498606139444,-698232.7971128053,2426.0093616848862,693106.8389654149,1.5921488509705162,0.15607316784869962,11.986401793602747,3.1967206509384076,5.0884339694826205e-09,4.578451160645473e-06,-1.0357796989487118e-06,1.211797354283801e-06,-1.0304373561948452e-06,3.3644129607595327e-06
